"Country Name",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214858858.176555,226492873.356538,240109346.674162,239039236.787324,241076550.404087,252950665.316219,260352247.724697,272809424.356094,294856431.896463,319180852.785744,354768866.201874,366931087.622001,389211324.240269,409447354.636556,418851985.194445,417610394.314049,406586879.568376,417781875.307607,428242874.44384,445618429.771948,466156329.935696,496651849.544912,546677094.098641,560361758.952658,548622286.076049,568633139.737713,623448904.107239,617036322.675881,700431791.333632,673387225.32915,708398016.444457,715121074.542581,667705822.692653,664521216.22512,669475048.507949,657444312.963937,669475048.507949
Guam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,4847547517.6175,5055920242.6401,5234722935.79406,5734170146.72326,5999833805.70947,6261532722.59136,6606674911.74913,6878352984.42355,7481311824.39487,7835694764.32389,8282947101.65184,8745446529.90033,9386754633.42429,10023442657.2667,10662440129.5418,10870356726.1906,11673378855.3233,12584978771.054,13213811121.7768,13836638315.1663,14356892879.2911,14449761685.282,13939672242.7096,13581131112.7855,13648588297.7115,13565422132.1784,13584827413.094,14066271415.3876,14613785159.3235,15189946709.1702,15661224407.0954,16234150954.9122,17019614179.0594,17687996887.6385,18401484957.4742,19312091178.3114,19883300332.5974,20751025444.9546,21787233664.9883,22625402102.5674,23441923157.3898,23988716399.988,24916273311.1186,25546863813.1059,26352108755.5572,27211230373.8306,28675122166.5691,30482822555.5486,31482993017.3403,31648605446.7757,32556756308.9658,33911784900.3312,34918908244.2496,36207590671.6596
Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444207442.21558,1491865404.61177,1585974015.30105,1649468104.60911,1720792140.51976,1765763718.1829,1823520918.87804,1915501949.79064,1991549275.56963,2083313357.83349,2176261947.53998,2289027211.91421,2372442138.78601,2462879728.8054,2524527099.97534,2616883048.03986,2752034837.65213,2786396779.31796,2851601732.73198,2937072009.03751,3010402724.97705,3063316042.36148,3214549894.04998,3205542973.2012,3267609254.74154,3395332305.63542,3529248014.15316,3617479397.79711
Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282766965.27805,271708041.234773,289029050.956796,292236963.453042,305560751.017765,329533777.4154,345824132.520157,321028300.186403,363166614.213374,370408680.657371,311318674.812898,367877582.557812,383328743.218672,370302130.758514,404033777.651431,420867816.259174,417526767.097567,429635043.343396,449398255.337192,476811548.912761,505897053.396439,531697803.119658,537546478.953974,548834955.012007,566397673.57239,591319171.209576,659912195.069889,702806487.749432,505318007.114998,510500232.363199,529090818.890424,567316991.282011,578659667.237647,550083470.750144,545971135.406271,572853553.530448,561500515.268889,595408532.950356,614586641.796687,632999657.584917,654977405.696265,689946649.386389,679942422.970285,681676276.14886
Guyana,431176684.880395,451396820.156023,456384420.362659,400346541.402102,445827039.227949,492821750.775737,518612462.851928,540983443.513333,546527590.715182,584753843.502312,609637791.529341,628614906.631665,607759532.469051,615324433.067029,662721889.252658,718940729.719075,729990225.339218,710728121.565207,697891030.025152,685079870.663505,696958400.120287,707386054.040241,614080882.31207,572370133.986837,543587140.342035,556631424.018544,551618389.0538,556579625.984432,536022173.421351,509519022.827306,494039402.51364,523605733.650005,564611637.407326,610987922.874337,663064313.388545,696126779.698077,751005702.516365,797770440.077873,784139996.317505,807428021.047649,796311937.429748,814228950.384488,822786502.937106,814515398.155723,841344922.790576,824880550.343965,867193700.15168,835623363.264556,852140687.888631,880420034.722981,918902044.762456,968863907.287464,1015528839.34444,1069640081.92696
Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4121791280.9378,4232936326.91121,4269984675.56901,4225461660.07674,4214412152.58231,4229686471.76579,4081168091.62004,4154289832.39201,4247885660.58015,4389904330.43506,4426952679.09286,4563446595.20055,4312557777.97403,4550772160.13341,4682066308.00843,4883232341.51001
Honduras,1628706545.56772,1658929793.03828,1754564544.41729,1817385615.29707,1915826952.69206,2088963234.05324,2201220819.90684,2332799738.35224,2486722137.23449,2503021080.19561,2593798671.22843,2697421020.97242,2852854649.21083,3077370097.24448,3039591021.29936,3104355033.06536,3430333823.20597,3786535887.91898,4165405356.75011,4359697392.04811,4388841128.2612,4500019348.45951,4437414344.33054,4396396998.71552,4587450833.42522,4779583999.24942,4814124943.68785,5104483596.43877,5339792770.10696,5570784342.99076,5576181343.97126,5757520645.99769,6081340635.74609,6460210104.57721,6376016958.36301,6635073005.42703,6873620448.76514,7216869711.12496,7426273349.16839,7285951323.67535,7704758599.76218,7914574067.66826,8211713918.4434,8585103675.00799,9120153345.5239,9672006169.12994,10307166800.7477,10945000332.9,11408177875.2588,11130745247.8843,11546063422.5637,11988919696.8044,12452068342.9411,12771306579.4869
"Hong Kong SAR, China",NA,NA,NA,NA,NA,16984732135.9289,17289580702.3216,17566841163.1584,18163663846.6844,20224035529.9507,22086002754.0943,23696688316.7995,26211344138.2197,29430071403.5144,30140924923.338,30289210990.701,35185180123.3545,39310866358.7994,42558216283.6083,47476485801.5862,52275551713.4746,57116689486.3357,58801518082.7225,62316127780.1041,68531383110.5287,69050269395.8592,76684587905.8153,86959203067.9108,94360746937.239,96509285607.8444,100206206702.775,105919818313.841,112523721081.284,119501557629.45,126714697727.919,129722490936.151,135246664222.401,142143920512.255,133782080668.702,137135529849.461,147644758859.222,148472861827.658,150932686289.286,155545647439.111,169078302916.919,181570082162.19,194339351769.178,206903089989.774,211305806785.176,206109472153.282,220058248223.224,230590467320.948,234161402733.84,241027622404.944
Hungary,20338041038.066,21293928966.8551,22592858633.8333,23880651575.9618,25003042200.032,35606935976.4634,38241849238.7218,41109987931.6258,43124377340.2755,46099959376.7545,48266657467.462,51259190230.4445,54386000834.5015,58138634892.0822,61568814350.7151,65386080840.4594,67739979750.7161,72888218211.7705,76095299813.0883,78149872908.0415,78306172653.8584,80551010911.4386,82839536453.2702,83438438030.2105,85656271498.7195,85439503326.982,86750955979.2742,90265436385.6029,90206526324.5008,90870829574.9557,87693385841.9786,77264852564.5164,74897318131.015,74465828308.066,76660451359.6788,77802328312.2969,77927497631.3203,80364432839.2018,83638045596.9536,86312535580.1385,89959445223.2786,93298922479.2153,97503072960.2044,101257354318.72,106114858059.399,110321711572.908,114621126601.781,114752596065.978,115778658240.572,107907302000.817,109264940823.84,110785133967.156,108941109566.22,110138834817.682
Iceland,2696572652.44196,2694289681.55121,2918285186.17295,3218383625.16545,3537536053.90819,3798313635.64646,4130131788.06904,4077792203.038,3854536898.93528,3946066270.64105,4240309315.21226,4794129230.51209,5090278626.89616,5436723485.09967,5746958809.86848,5784093076.0041,6128788439.90859,6669487147.96571,7070771154.611,7414451811.82204,7840628623.06491,8175031990.81743,8351168470.3538,8171521332.61001,8508933109.46042,8789118780.49697,9340244161.53378,10138455800.2011,10129358966.1012,10155537266.649,10274293106.4648,10251327440.3027,9905458504.16788,10035561695.9644,10397730860.5044,10409852920.5007,10907970881.3676,11443900174.1988,12166787904.5595,12664915751.4621,13212630401.4502,13730777173.1403,13749857500.6166,14084585806.3722,15188225905.925,16286331747.0428,17053250350.5253,18073887419.6618,18288616660.769,17088560998.9362,16388138908.0526,16823279834.3645,17069397580.7245,17626358260.3403
India,102659854537.759,106481616606.642,109602728805.444,116172703553.684,124830997205.302,121540739093.133,121473492097.349,130979962680.539,135417471050.91,144273367806.442,151713876832.204,154206430211.254,153353204009.124,158406991258.788,160284646765.091,174950550917.34,177860159891.921,190763495784.07,201660921694.836,191097554176.332,203969544370.019,216220370535.456,223735613826.483,240043463100.241,249214894565.701,262309390835.238,274838767213.703,285737101753.57,313247249631.868,331877139033.824,350241409727.459,353942871037.129,373347420917.332,391084321407.141,417126329408.937,448721529193.9,482597860875.843,502142209662.746,533196771919.59,580362055023.266,602653710234.703,631725521905.098,655756204856.548,707301144107.226,763340165417.896,834215013605.008,911496398479.134,1000835444950.25,1039777522379.51,1127948409285.85,1243675499465.81,1326235203611.75,1389049411477.48,1458737944171.68
Indonesia,25368845643.6732,26917592200.4994,27431626752.3376,26813582171.6756,27739043788.9908,28001754784.6526,28799924716.1351,29123922982.33,32628747847.0425,35068525247.3345,37927345080.3802,40581259486.2078,43780157515.6335,48060177460.9832,52028446732.6179,55245588771.4187,58553775539.2876,63610751961.3749,69466476315.8422,74393471019.4832,80884300568.7849,87474907865.4563,88440695317.9084,95913852459.0928,102792939729.833,106367604086.891,112711917256.997,118685652410.847,126228931196.473,137696469005.293,150091317486.432,163491164343.476,175296046486.611,188012153893.198,202188395662.125,219164857286.839,235915158939.479,247002870717.68,214579485767.76,216277088100.78,226918060544.538,235185743943.15,245767868614.676,257516479916.933,270471809409.201,285868610016.591,301594104422.633,320730317436.497,340018084562.878,355757087317.718,377898889669.605,402408024159.838,427613536898.169,452334834083.731
"Iran, Islamic Rep.",NA,NA,NA,NA,NA,34933594754.789,38576127259.8905,42675633603.1625,48010947378.1441,54207419717.3357,59539283771.0542,67267059202.3733,78223762312.9699,82552370509.0843,90299614400.4673,95495275386.5259,112427444024.758,110965158203.727,102665699990.783,95351605538.0749,82736926789.017,78435741211.5961,88598498208.0213,99769183035.5491,98199095328.8684,100227036438.412,91035417861.5631,89757558860.7268,84103526632.8513,89299408461.9931,101522501963.664,114308608252.131,119167948068.519,117290111717.95,116878947588.958,119979378862.646,128498796786.322,132848232769.753,136489051837.141,139128507443.689,146284112715.544,151652259764.754,163049834206.655,174650310134.939,183529621871.332,192014940324.054,203332178206.888,219242490735.228,220514097181.493,229202352610.443,242702371179.199,249983442314.574,257482945507.239,242548934819.424
Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48712653630.3405,49835634707.8555,46396886097.5274,31039127982.1416,47849228957.5312,49954890353.2609,55029407816.2847,55787491918.9963,59474411872.4148,62929260569.8757,67270649065.2438,73784399317.3204,80540340880.1237,83723673108.1517
Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34390171277.1252,35583471639.2683,37892770735.1929,39681850764.5747,41372388628.0719,43712678016.7961,44322385905.013,47961830137.613,51408716710.3751,52988525214.3271,54620216342.7201,56436456403.6885,57725165081.9177,57584141840.9875,60091569885.2808,61945764349.3638,61680431733.0949,64556646452.2514,67924834087.9194,71873929295.1276,77959155611.3341,79463486301.152,82120168571.6934,84331343762.7542,89185310017.126,97777799421.3564,107264199530.472,119354728559.071,130014511063.918,144278785693.804,159642082154.773,167600332595.489,176679477360.082,183269156563.723,190966074575.852,202577741641.795,213730007438.346,224352794427.551,219505904388.57,205491671923.008,203306959563.624,207716067547.405,208042248919,207335719886.976
"Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744464303.60225,747583036.252468,890412799.839416,978531137.803293,1094285074.84219,1169191220.82821,1218144986.17396,1237696065.65225,1247440398.56063,1279478111.20134,1330704123.91262,1387670243.05893,1494742829.8626,1623014606.89468,1842271849.46776,2094538117.28931,2206352191.94331,2324969355.70548,2461421223.25352,2617174515.63368,2753267590.44663,2915710378.28299,3140220077.41078,3375736583.21658,NA,NA,NA,NA,NA,NA
Israel,11919768209.2874,13255245431.8145,14601463684.6043,16163194334.7216,17446098097.4581,19032640270.8518,19017481744.6675,19587059145.1445,22768380870.6109,25857071888.9518,27746533362.2289,30860883030.6544,35076738565.8479,36249193675.8491,38728732162.3015,40013884491.3783,40540408741.2158,40537178837.3315,42491684702.2859,45162201532.8645,48265428586.8229,50750064448.86,51668050113.1985,53482022860.1468,53965369167.6036,55825999344.2989,58500864800.0164,62705723980.622,63974976373.7594,64531007263.7179,68942004782.7721,74250111041.9671,78428755148.1373,82786940802.4069,88525587376.8265,94304433159.578,99481786401.8263,102835836081.443,107070009074.318,110663140352.7,120904879110.66,120634826083.908,119940531338.563,121754253811.962,127652416906.968,133959001782.531,141452973274.894,151243230600.797,157978968864.791,159950356830.582,169010664818.13,176740416244.683,182664489893.575,188710684509.052
Italy,452269678932.173,489388563675.906,519748519547.156,548904997664.464,564261725294.299,582701932317.777,617575443913.243,661908791714.248,705227774352.287,748232987137.825,787967918090.983,802294025707.143,831902572411.794,891182804171.09,940199116157.09,920547422868.025,986139972310.547,1011390094168.54,1044160547116.35,1106383738971.04,1144332882465.38,1153993656823.64,1158766409130.94,1172314746507.89,1210131889643.31,1243992417325.25,1279570250745.34,1320413629239.03,1375796758357.88,1422414028860.13,1450659969659.3,1472977612473.85,1485266303328.47,1472599866826.43,1504275838198.94,1547701825713.33,1565263361615.97,1594471360285.38,1617561939340.79,1641034262999.01,1700991026355.35,1732674152132.65,1740496071398.45,1739685377907.43,1769793508683.99,1786275014006.62,1825553840487.83,1856279056972.99,1834816174045.02,1734003901473.55,1763885790470.28,1771814582852.04,1729863663436.92,1697789859290.71
Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11075778481.0127,NA,NA,NA,NA,NA,NA,NA,NA
Japan,654852180136.384,733719540869.767,799086416629.153,866798141903.791,968011631585.694,1024347080720.46,1133322875482.41,1258919329541.67,1421099211057.07,1598422471559.13,1582054954407.9,1656395590818.99,1795757216585.78,1940003210310.25,1916233518322.26,1975475332273.14,2054000162453.04,2144177711082.99,2257217505730.54,2381004257994.15,2448091224619.53,2550344174973.49,2636459307974.76,2717154420808.92,2838445450260.02,3018214330716.71,3103662291604.02,3231142956538.19,3462062846888.32,3647980902067.64,3851260927820.36,3979289965188.84,4011881538172.72,4018744371840.46,4053449373907.92,4132181281200.02,4240033469989.62,4307688656192.43,4221399284187.92,4212984460033.34,4308092386300.12,4323406005373.44,4335924360487.71,4408989530133.5,4513073873670.95,4571866957195.37,4649264286985.43,4751184818597.41,4701694765464.46,4441833201208.42,4648468621132.76,4627423849047.62,4694380446075.33,4766646320833.77
Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210946733.15564,2748418491.17832,2927338930.4544,3542200683.45777,3865251788.89287,4600103799.67277,4816654490.30058,5172365583.22791,5275316137.02193,5731137305.50859,5929227780.15504,6345113175.97141,6528842769.86232,6407921767.82467,5545920725.68252,5599924413.51708,5702061343.79493,6766775246.57774,7080248426.25702,7433136504.85711,7892522373.33271,8057120316.05399,8322098022.96738,8571437467.32612,8863596437.6662,9239396750.78562,9726439549.60382,10289832417.3054,10718275428.4721,11636053321.3375,12582876895.2338,13604621394.8928,14716896919.5576,15781283049.887,16645557912.9513,17034536275.5801,17470758210.9648,17934011847.4665,18441332580.7363
Kazakhstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50242566463.0947,44715884152.1543,42345942292.0901,38450115601.2178,33605401035.4644,30849758150.5563,31004006941.3091,31531075059.3113,30931984633.1844,31767148218.2804,34880328743.6719,39589173124.0676,43468912090.2262,47511520914.6172,52072626922.4204,57123671733.8952,63235904609.3703,68863900119.0516,71136408823.5786,71990045729.6225,77245319067.2477,83038717997.5596,87190653897.7179,92422094887.7895
Kenya,2610786079.9236,2407806993.50548,2635521937.81812,2866877021.00046,3009202192.26387,3069659897.72376,3521776794.98045,3640151885.52409,3930733924.71149,4243589860.91379,4046031786.68459,4943194502.78054,5787612211.71833,6128883407.48696,6378060354.16341,6434327805.94064,6572920942.92226,7194311600.73844,7691617926.91837,8277352017.08516,8740219572.45428,9070035621.18669,9206673735.9318,9327193720.26206,9490906208.59213,9899068496.7307,10609579622.3269,11239481763.4233,11936687476.4639,12496559752.0485,13020421906.0628,13207700727.4074,13102105956.3738,13148382236.2389,13494550808.5411,14089149935.909,14673404337.444,14743088616.7284,15228167741.632,15579236183.9028,15672664145.5336,16265076195.8062,16354023314.7646,16833601049.1984,17692838510.2867,18737895400.78,19924122754.5466,21317473472.9868,21642980382.1472,22234977834.8771,23525253225.7902,24565223323.3564,25683568302.5433,26887431997.9319
Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83583979.8973878,81669830.2582733,91534935.0881837,110674768.447496,160813515.163101,169408063.673043,124060511.666638,118338019.131283,119591945.132927,105737226.937043,58743273.4165423,56704396.3899964,60552652.0502143,65992429.1740574,65185858.7353341,62179097.1823203,63146981.7087882,61212875.6876848,72380134.4423795,66185340.8666181,67597254.892342,64678634.0264463,66737345.1566472,69057019.6804847,72438032.4613545,71735201.4232122,76122821.7676051,80363338.8840261,89188425.5833917,89321829.4050462,97813244.3264025,98501125.673587,99070076.9695559,103062836.67517,106332529.254358,106147384.4979,101362392.804931,108981176.12994,111982787.0812,111238098.979853,110681568.59475,113714243.574246,116909613.818682,120385101.882426
"Korea, Dem. Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",27682549661.7107,29049054968.3236,29763185507.6081,32600129318.4711,35065103048.1737,36885030941.7592,41569429825.8084,44105180893.2672,49265403530.462,56211861137.9955,63445502474.5604,70069989869.4162,74632134391.3876,85668373572.9265,93705701727.5272,100581306784.308,114115176819.101,127601028850.075,140740856025.32,152548596045.795,149664303038.823,160745521110.015,174073426036.203,195279062207.372,214531763615.625,230559357071.174,258779355568.75,290521253225.274,324397216848.995,346300720464.456,378497443263.845,415260478513.204,439201230601.724,467000007875.925,507964748707.197,553329171700.321,593090944312.952,627292961470.742,591450083158.942,654916164777.996,712753633298.397,745008012435.102,800380238376.072,823857047979.231,864224819956.513,898134300667.891,944622935406.846,996231522364.94,1024417048624.69,1031664988582.7,1098690046553.52,1139140569267.95,1165254027489.48,1199875008242.98
Kosovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574593079.11803,3269061656.41626,3246147142.75826,3440271535.69483,3530135757.19938,3743116980.19185,3870382957.51838,4191624742.9924,4493421724.48786,4628224376.22248,4776327556.26161,4991262296.29338,5126026378.2933,5280093217.84303
Kuwait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32521196441.5857,43575303261.1684,47251388034.1196,49546997976.508,49846820209.7649,51079694118.0046,52950260670.5114,52002975618.3803,54444297998.3418,54841211341.7573,56486447682.01,66269900420.5341,73401995834.2606,80797945205.4795,86874151932.6809,92079356886.225,94362781188.6103,87685573780.4536,85606896366.2299,91003135367.85,96632746968.7351,NA
"Kyrgyz Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414234759.71762,2493903747.46091,2823099792.69021,2901857244.66979,3067344262.95695,2826525045.97694,2433957213.01111,2057683867.8537,1644394794.72605,1555205749.97416,1665384338.94669,1830510000.70168,1869350407.19255,1937689921.33848,2042842031.96218,2151553593.77239,2151180233.77594,2302414572.54347,2464202013.95309,2459876151.9333,2536203617.92529,2752868316.22137,2984153743.71338,3070285211.12006,3055806771.43578,3237819005.03864,3234942781.48678,3575746984.83074
"Lao PDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855884512.464357,899277548.677584,943208455.320686,929760261.011667,911070210.492591,1040356873.49405,1110108418.71477,1157804933.40278,1222177240.92763,1294439161.52142,1400052692.57672,1498493958.11597,1602314470.53176,1712426983.42804,1780369374.97509,1910449857.01346,2021232685.67417,2137482122.72434,2263994326.05215,2401350791.74363,2554021362.4923,2735550176.99656,2971334529.02648,3197061726.27986,3447228697.61836,3705832035.24487,4021824831.50878,4345125361.15097,4701308834.16921,5084289273.24741
Latvia,NA,NA,NA,NA,NA,4877926160.57528,5080280008.77255,5675315198.29111,6065381649.00797,6342506510.39848,6851267042.05806,7381464723.97616,7760550909.71828,8209703045.70276,8609181630.1719,9201079218.67855,9718205124.70844,10029317540.4052,10358730843.9154,10674026281.4391,11109792078.2939,11579912196.8088,11852069636.1195,12470685690.9224,13188231215.8568,13138714945.9621,13757331000.7651,14079006048.5373,14796550234.9047,15637808797.6906,14395610866.2476,12582451749.3902,8541148118.1557,8115544429.05152,8293267693.04433,8214916164.57835,8526335754.06749,9232554281.8044,9668587269.57487,10122922707.8351,10822812606.3138,11693345404.2123,12450199800.3879,13346108624.6749,14504256891.4292,16041840426.2666,18004275914.8934,19800672593.2763,18960420623.3478,15556078263.522,15502642580.3395,16324282637.0975,17140496768.9523,17844952420.0857
Lebanon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12505534888.8143,7196795489.74412,9106332758.62027,12585016445.5814,13151334251.4295,14071660166.4252,15197835962.3356,16191006279.418,17022657944.456,16633386168.6405,17230964402.2198,17152895336.7313,17383441661.8265,18070698831.1755,18680381901.0894,19285138787.7443,20727436194.1112,21287562189.0547,21628753523.2826,23662740235.2262,25815594484.9246,28474836323.6555,30751708803.7823,31368153346.4981,32058252720.1211,32346844997.8157
Lesotho,168055018.119906,171188915.03795,197435266.878486,218393175.137268,236413052.546239,241505630.059763,240526279.80543,266772651.55915,265793281.391634,269906528.56401,275782590.263635,289885325.526656,289297707.408785,365686409.938002,405839113.230571,350996056.557108,389778055.809363,474784885.253874,561750654.165244,578007259.043753,562142226.996238,566047082.708262,580519784.998697,593917904.577136,623309411.149086,639254132.10382,674437885.955348,674447564.270778,732157857.207797,772255486.006174,815843016.985901,847699258.314714,909203391.691321,939485291.020678,989706352.715675,1009476423.25018,1062107254.60043,1105499515.61874,1124779319.15743,1129301294.43926,1187351201.79615,1237566711.17473,1244155212.45222,1302520461.43461,1332371324.14784,1368405301.24444,1427348620.16022,1494911665.26408,1580621946.14811,1633698247.24048,1749548111.19197,1799181659.65866,1916334276.5937,2029397998.91273
Liberia,618485285.215622,633576246.594722,642095313.756122,656699496.741909,690532405.876092,723635117.735078,779374241.977483,831949158.237211,871623764.313891,935151758.442499,997462776.902598,1046386647.41588,1089712239.86855,1065128595.17096,1115756279.11653,1077055289.19693,1134254807.98973,1152266617.84007,1207762323.20059,1247193569.76585,1196079048.05651,1170521846.57231,1142043737.24639,1120380881.6496,1096770912.47956,1087521588.6725,1069266478.68118,1058556760.32373,1036942113.53964,760405677.180407,372364097.518442,319394516.132535,207332774.776711,138963980.588596,108722153.037273,104083835.928174,116700058.464923,240728657.962221,312225058.24504,383724605.162184,482341824.211341,588919365.3526,776740913.251109,521720470.512245,495061641.4423,541999999.999999,595004024.690317,688348492.12749,760839799.073178,865543488.903235,960255604.184502,1047942870.76676,1155237989.98918,1285857804.5936
Libya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34647204152.5564,35929150706.201,34384197225.8344,33937202661.8985,38349039007.9454,40036396724.295,44000000000,46596000000.0001,49391760000.0001,51268646880.0002,52345288464.4802,54963979226.0106,20844260478.6942,42623274163.8835,38629105606.9962
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985773610.903476,1002228382.01154,1018957820.94524,1035966511.04478,1053259113.5613,1070840369.33236,1121798186.31455,1175180919.50868,1231103964.20175,1289688204.63068,1351060279.54963,1416111329.8665,1393593658.3452,1401099548.57305,1461146672.07136,1563727175.20298,1626276262.11057,1776394070.85633,1876472609.74093,1960763441.5945,2004936942.42368,2041049219.07071,2114696282.49835,2206307052.15885,2357795294.70943,2496328755.87308,2668707807.84719,2861525532.91098,3083616036.59403,3404648943.59769,3514285118.23724,3488522187.16481,3453849096.10137,3386928538.92449,3489863114.5127,3658356377.80983,3974620149.67159,4106814514.53705,4180658706.83267,4132268347.10932,NA,NA,NA,NA
Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24873480702.8142,23461745762.4369,18474020137.2053,15476266313.7605,13964846092.1703,14424300726.1807,15171864632.8794,16305072207.1845,17548956324.2925,17360615064.3426,17924960438.477,19132334492.2547,20445486537.1105,22540470795.3856,24197371917.5837,26085307221.8514,28131654767.6672,30899753882.0994,31804328148.634,27115825491.0646,27476518250.8385,29125109345.8888,30202738391.6867,31184663159.437
Luxembourg,6704843709.51244,6961638091.92585,7056224314.2131,7298895527.23193,7873014155.0828,7815152728.37156,7901580823.78176,7918705984.02825,8250014540.25261,9072776770.65613,9232451638.47976,9478702938.54558,10104126021.5211,10944049369.3431,11405063882.7872,10655594829.9173,10925642972.1144,11097151152.0054,11549356889.633,11820259614.5586,11919654159.5932,11853982763.7668,11988086515.0039,12346419626.7655,13110285111.7535,13476285750.9251,14821749332.9608,15407353380.9232,16711321275.5741,18348706804.3466,19324845561.99,20995322029.9457,21377363986.6292,22275351798.3412,23126475443.7552,23457692881.6595,23813112470.7755,25227080535.2435,26864647067.6018,29126747251.654,31585584241.158,32380863552.7036,33705292742.3768,34266651743.5209,35764313784.0123,37643013480.575,39501069492.1156,42103417400.388,41794135203.7009,39471969357.8073,40696164751.5296,41471422175.7946,41398547480.4755,42283116947.7192
"Macao SAR, China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2909863160.6475,3200849476.71225,3472921682.23279,3497232134.00842,3731546686.98698,4265157863.22612,4597840176.55776,4827732185.38565,5213950760.2165,5406866938.34451,6125980241.14432,6444531213.68383,6721646055.87223,6943460375.71602,6915686534.21315,6894939474.61051,6577772258.77843,6419905724.56775,6785840350.86811,6982629721.04328,7604317314.66229,8561385962.4666,10862857121.0536,11792570015.7933,13493330842.8752,15426747127.3821,15949863116.4725,16222998072.0931,20684154508.5478,25088071961.834,27380972023.206,30636091363.825
