ccode1,ccode2,year,distance
160,2,2002,5217
160,140,2002,1462
160,145,2002,1382
160,150,2002,647
160,155,2002,692
160,165,2002,143
160,200,2002,6929
160,220,2002,6881
160,255,2002,7415
160,365,2002,8391
160,710,2002,11989
160,740,2002,11406
165,2,2002,5274
165,140,2002,1416
165,160,2002,143
165,200,2002,6870
165,220,2002,6815
165,255,2002,7346
165,365,2002,8313
165,710,2002,11910
165,740,2002,11549
200,2,2002,3668
200,20,2002,3335
200,31,2002,4347
200,40,2002,4655
200,41,2002,4467
200,42,2002,4366
200,51,2002,4687
200,52,2002,4430
200,53,2002,4217
200,54,2002,4172
200,55,2002,4362
200,56,2002,4226
200,57,2002,4282
200,58,2002,4094
200,60,2002,4121
200,70,2002,5554
200,80,2002,5239
200,90,2002,5453
200,91,2002,5341
200,92,2002,5447
200,93,2002,5404
200,94,2002,5429
200,95,2002,5285
200,100,2002,5288
200,101,2002,4664
200,110,2002,4508
200,115,2002,4444
200,130,2002,5738
200,135,2002,6326
200,140,2002,5469
200,145,2002,6220
200,150,2002,6351
200,155,2002,7260
200,160,2002,6929
200,165,2002,6870
200,205,2002,288
200,210,2002,223
200,211,2002,198
200,212,2002,304
200,220,2002,212
200,221,2002,640
200,223,2002,528
200,225,2002,466
200,230,2002,786
200,232,2002,627
200,235,2002,986
200,255,2002,578
200,290,2002,900
200,305,2002,766
200,310,2002,903
200,316,2002,644
200,317,2002,801
200,325,2002,891
200,331,2002,783
200,338,2002,1298
200,339,2002,1176
200,343,2002,1207
200,344,2002,833
200,345,2002,1051
200,346,2002,1007
200,349,2002,763
200,350,2002,1487
200,352,2002,2001
200,355,2002,1253
200,359,2002,1335
200,360,2002,1300
200,365,2002,1555
200,366,2002,1109
200,367,2002,1042
200,368,2002,1073
200,369,2002,1327
200,370,2002,1164
200,371,2002,2247
200,372,2002,2199
200,373,2002,2471
200,375,2002,1133
200,380,2002,891
200,385,2002,718
200,390,2002,594
200,395,2002,1176
200,402,2002,2843
200,403,2002,3561
200,404,2002,2876
200,411,2002,3343
200,420,2002,2787
200,432,2002,2723
200,433,2002,2723
200,434,2002,3117
200,435,2002,2467
200,436,2002,2630
200,437,2002,3104
200,438,2002,3004
200,439,2002,2708
200,450,2002,3184
200,451,2002,3067
200,452,2002,3178
200,461,2002,3138
200,471,2002,3362
200,475,2002,2956
200,481,2002,3579
200,482,2002,3433
200,483,2002,2854
200,484,2002,3963
200,490,2002,3968
200,500,2002,4019
200,501,2002,4241
200,510,2002,4658
200,516,2002,4173
200,517,2002,4098
200,520,2002,4311
200,522,2002,3668
200,530,2002,3644
200,531,2002,3298
200,540,2002,4248
200,541,2002,5715
200,551,2002,4934
200,552,2002,5152
200,553,2002,4966
200,560,2002,6014
200,565,2002,5229
200,570,2002,5836
200,571,2002,5499
200,572,2002,5707
200,580,2002,5655
200,581,2002,5081
200,590,2002,6053
200,591,2002,5067
200,600,2002,1254
200,615,2002,1031
200,616,2002,1135
200,620,2002,1452
200,625,2002,3067
200,630,2002,2736
200,640,2002,1762
200,645,2002,2543
200,651,2002,2183
200,652,2002,2201
200,660,2002,2151
200,663,2002,2264
200,666,2002,2244
200,670,2002,3079
200,679,2002,3490
200,690,2002,2887
200,692,2002,3154
200,694,2002,3242
200,696,2002,3403
200,698,2002,3625
200,700,2002,3550
200,701,2002,2936
200,702,2002,3351
200,703,2002,3405
200,704,2002,3253
200,705,2002,3480
200,710,2002,5061
200,712,2002,4336
200,713,2002,6142
200,731,2002,5389
200,732,2002,5510
200,740,2002,5947
200,750,2002,4174
200,760,2002,4749
200,770,2002,3757
200,771,2002,4978
200,775,2002,5585
200,780,2002,5418
200,781,2002,5297
200,790,2002,4560
200,800,2002,5929
200,811,2002,6230
200,812,2002,5783
200,816,2002,5744
200,820,2002,6558
200,830,2002,6752
200,835,2002,7006
200,840,2002,6678
200,850,2002,7284
200,860,2002,8193
200,900,2002,10565
200,910,2002,9005
200,920,2002,11703
200,935,2002,10029
200,940,2002,9328
200,946,2002,8761
200,947,2002,9475
200,950,2002,10140
200,955,2002,10325
200,970,2002,8845
200,983,2002,8365
200,986,2002,7571
200,987,2002,8208
200,990,2002,9802
205,2,2002,3384
205,200,2002,288
205,220,2002,484
205,255,2002,818
205,365,2002,1738
205,710,2002,5149
205,740,2002,5964
210,2,2002,3850
210,200,2002,223
210,211,2002,108
210,220,2002,266
210,255,2002,357
210,365,2002,1335
210,710,2002,4863
210,740,2002,5780
211,2,2002,3865
211,200,2002,198
211,210,2002,108
211,212,2002,116
211,220,2002,163
211,255,2002,405
211,365,2002,1403
211,710,2002,4951
211,740,2002,5880
212,2,2002,3970
212,200,2002,304
212,211,2002,116
212,220,2002,179
212,255,2002,373
212,365,2002,1373
212,710,2002,4946
212,740,2002,5902
220,2,2002,3832
220,20,2002,3513
220,31,2002,4481
220,40,2002,4795
220,41,2002,4575
220,42,2002,4468
220,51,2002,4805
220,52,2002,4489
220,53,2002,4277
220,54,2002,4243
220,55,2002,4425
220,56,2002,4292
220,57,2002,4346
220,58,2002,4170
220,60,2002,4200
220,70,2002,5719
220,80,2002,5381
220,90,2002,5593
220,91,2002,5473
220,92,2002,5583
220,93,2002,5530
220,94,2002,5546
220,95,2002,5389
220,100,2002,5368
220,101,2002,4738
220,110,2002,4547
220,115,2002,4471
220,130,2002,5820
220,135,2002,6378
220,140,2002,5427
220,145,2002,6237
220,150,2002,6320
220,155,2002,7245
220,160,2002,6881
220,165,2002,6815
220,200,2002,212
220,205,2002,484
220,210,2002,266
220,211,2002,163
220,212,2002,179
220,221,2002,429
220,223,2002,353
220,225,2002,274
220,230,2002,656
220,232,2002,442
220,235,2002,904
220,255,2002,545
220,290,2002,850
220,305,2002,642
220,310,2002,777
220,316,2002,551
220,317,2002,678
220,325,2002,688
220,331,2002,590
220,338,2002,1089
220,339,2002,996
220,343,2002,1038
220,344,2002,674
220,345,2002,900
220,346,2002,839
220,349,2002,601
220,350,2002,1305
220,352,2002,1836
220,355,2002,1094
220,359,2002,1230
220,360,2002,1164
220,365,2002,1547
220,366,2002,1155
220,367,2002,1059
220,368,2002,1057
220,369,2002,1259
220,370,2002,1136
220,371,2002,2134
220,372,2002,2095
220,373,2002,2372
220,375,2002,1187
220,380,2002,960
220,385,2002,834
220,390,2002,639
220,395,2002,1388
220,402,2002,2767
220,403,2002,3367
220,404,2002,2759
220,411,2002,3145
220,420,2002,2677
220,432,2002,2574
220,433,2002,2618
220,434,2002,2931
220,435,2002,2361
220,436,2002,2445
220,437,2002,2942
220,438,2002,2876
220,439,2002,2534
220,450,2002,3042
220,451,2002,2936
220,452,2002,3000
220,461,2002,2956
220,471,2002,3159
220,475,2002,2759
220,481,2002,3380
220,482,2002,3223
220,483,2002,2644
220,484,2002,3757
220,490,2002,3762
220,500,2002,3810
220,501,2002,4033
220,510,2002,4451
220,516,2002,3962
220,517,2002,3887
220,520,2002,4114
220,522,2002,3477
220,530,2002,3443
220,531,2002,3105
220,540,2002,4045
220,541,2002,5503
220,551,2002,4723
220,552,2002,4940
220,553,2002,4754
220,560,2002,5811
220,565,2002,5025
220,570,2002,5626
220,571,2002,5289
220,572,2002,5496
220,580,2002,5449
220,581,2002,4874
220,590,2002,5855
220,591,2002,4880
220,600,2002,1129
220,615,2002,838
220,616,2002,923
220,620,2002,1240
220,625,2002,2864
220,630,2002,2621
220,640,2002,1617
220,645,2002,2401
220,651,2002,1998
220,652,2002,2038
220,660,2002,1987
220,663,2002,2095
220,666,2002,2073
220,670,2002,2918
220,679,2002,3306
220,690,2002,2741
220,692,2002,3006
220,694,2002,3094
220,696,2002,3260
220,698,2002,3490
220,700,2002,3473
220,701,2002,2847
220,702,2002,3287
220,703,2002,3371
220,704,2002,3202
220,705,2002,3452
220,710,2002,5109
220,712,2002,4384
220,713,2002,6168
220,731,2002,5457
220,732,2002,5577
220,740,2002,6042
220,750,2002,4098
220,760,2002,4699
220,770,2002,3686
220,771,2002,4921
220,775,2002,5526
220,780,2002,5296
220,781,2002,5155
220,790,2002,4501
220,800,2002,5875
220,811,2002,6183
220,812,2002,5745
220,816,2002,5721
220,820,2002,6483
220,830,2002,6680
220,835,2002,6973
220,840,2002,6684
220,850,2002,7203
220,860,2002,8162
220,900,2002,10528
220,910,2002,9051
220,920,2002,11809
220,935,2002,10157
220,940,2002,9429
220,946,2002,8921
220,947,2002,9651
220,950,2002,10312
220,955,2002,10522
220,970,2002,8983
220,983,2002,8522
220,986,2002,7605
220,987,2002,8323
220,990,2002,10002
221,2,2002,4200
221,200,2002,640
221,220,2002,429
221,255,2002,665
221,365,2002,1566
221,710,2002,5166
221,740,2002,6192
223,2,2002,4184
223,200,2002,528
223,220,2002,353
223,225,2002,98
223,255,2002,410
223,305,2002,326
223,365,2002,1337
223,710,2002,4937
223,740,2002,5944
225,2,2002,4104
225,200,2002,466
225,220,2002,274
225,223,2002,98
225,255,2002,469
225,305,2002,423
225,325,2002,426
225,365,2002,1424
225,710,2002,5021
225,740,2002,6015
230,2,2002,3787
230,200,2002,786
230,220,2002,656
230,232,2002,306
230,235,2002,313
230,255,2002,1162
230,365,2002,2140
230,600,2002,473
230,710,2002,5734
230,740,2002,6696
232,2,2002,3971
232,200,2002,627
232,220,2002,442
232,230,2002,306
232,255,2002,885
232,365,2002,1844
232,710,2002,5443
232,740,2002,6433
235,2,2002,3567
235,200,2002,986
235,220,2002,904
235,230,2002,313
235,255,2002,1437
235,365,2002,2429
235,710,2002,6011
235,740,2002,6932
255,2,2002,4172
255,20,2002,3811
255,31,2002,4894
255,40,2002,5194
255,41,2002,5036
255,42,2002,4938
255,51,2002,5250
255,52,2002,5007
255,53,2002,4794
255,54,2002,4750
255,55,2002,4940
255,56,2002,4804
255,57,2002,4860
255,58,2002,4672
255,60,2002,4699
255,70,2002,6049
255,80,2002,5776
255,90,2002,5990
255,91,2002,5888
255,92,2002,5990
255,93,2002,5958
255,94,2002,5990
255,95,2002,5855
255,100,2002,5865
255,101,2002,5242
255,110,2002,5078
255,115,2002,5009
255,130,2002,6316
255,135,2002,6902
255,140,2002,5965
255,145,2002,6779
255,150,2002,6861
255,155,2002,7789
255,160,2002,7415
255,165,2002,7346
255,200,2002,578
255,205,2002,818
255,210,2002,357
255,211,2002,405
255,212,2002,373
255,220,2002,545
255,221,2002,665
255,223,2002,410
255,225,2002,469
255,230,2002,1162
255,232,2002,885
255,235,2002,1437
255,290,2002,322
255,305,2002,326
255,310,2002,429
255,316,2002,175
255,317,2002,344
255,325,2002,735
255,331,2002,598
255,338,2002,1151
255,339,2002,830
255,343,2002,818
255,344,2002,479
255,345,2002,622
255,346,2002,642
255,349,2002,449
255,350,2002,1122
255,352,2002,1549
255,355,2002,821
255,359,2002,788
255,360,2002,806
255,365,2002,1002
255,366,2002,648
255,367,2002,525
255,368,2002,511
255,369,2002,750
255,370,2002,594
255,371,2002,1694
255,372,2002,1638
255,373,2002,1905
255,375,2002,689
255,380,2002,505
255,385,2002,522
255,390,2002,220
255,395,2002,1485
255,402,2002,3291
255,403,2002,3629
255,404,2002,3240
255,411,2002,3384
255,420,2002,3167
255,432,2002,3001
255,433,2002,3116
255,434,2002,3242
255,435,2002,2859
255,436,2002,2768
255,437,2002,3333
255,438,2002,3339
255,439,2002,2897
255,450,2002,3477
255,451,2002,3394
255,452,2002,3339
255,461,2002,3282
255,471,2002,3366
255,475,2002,3017
255,481,2002,3613
255,482,2002,3343
255,483,2002,2796
255,484,2002,3929
255,490,2002,3933
255,500,2002,3777
255,501,2002,3962
255,510,2002,4377
255,516,2002,3977
255,517,2002,3890
255,520,2002,3943
255,522,2002,3277
255,530,2002,3312
255,531,2002,2927
255,540,2002,4243
255,541,2002,5551
255,551,2002,4782
255,552,2002,4980
255,553,2002,4758
255,560,2002,5985
255,565,2002,5198
255,570,2002,5724
255,571,2002,5390
255,572,2002,5557
255,580,2002,5349
255,581,2002,4782
255,590,2002,5682
255,591,2002,4652
255,600,2002,1622
255,615,2002,1199
255,616,2002,1098
255,620,2002,1358
255,625,2002,2761
255,630,2002,2183
255,640,2002,1268
255,645,2002,2028
255,651,2002,1799
255,652,2002,1738
255,660,2002,1692
255,663,2002,1816
255,666,2002,1804
255,670,2002,2598
255,679,2002,3074
255,690,2002,2375
255,692,2002,2644
255,694,2002,2732
255,696,2002,2883
255,698,2002,3092
255,700,2002,2973
255,701,2002,2364
255,702,2002,2773
255,703,2002,2835
255,704,2002,2677
255,705,2002,2913
255,710,2002,4575
255,712,2002,3851
255,713,2002,5625
255,731,2002,4936
255,732,2002,5056
255,740,2002,5548
255,750,2002,3597
255,760,2002,4173
255,770,2002,3179
255,771,2002,4401
255,775,2002,5007
255,780,2002,4862
255,781,2002,4765
255,790,2002,3982
255,800,2002,5353
255,811,2002,5656
255,812,2002,5212
255,816,2002,5181
255,820,2002,5980
255,830,2002,6174
255,835,2002,6438
255,840,2002,6139
255,850,2002,6707
255,860,2002,7626
255,900,2002,9997
255,910,2002,8513
255,920,2002,11283
255,935,2002,9687
255,940,2002,8930
255,946,2002,8529
255,947,2002,9301
255,950,2002,9936
255,955,2002,10245
255,970,2002,8543
255,983,2002,8127
255,986,2002,7063
255,987,2002,7846
255,990,2002,9759
290,2,2002,4462
290,200,2002,900
290,220,2002,850
290,255,2002,322
290,316,2002,320
290,317,2002,331
290,365,2002,715
290,368,2002,245
290,369,2002,430
290,370,2002,296
290,710,2002,4315
290,740,2002,5337
305,2,2002,4428
305,200,2002,766
305,220,2002,642
305,223,2002,326
305,225,2002,423
305,255,2002,326
305,310,2002,136
305,316,2002,155
305,317,2002,36
305,325,2002,474
305,349,2002,170
305,365,2002,1040
305,710,2002,4640
305,740,2002,5681
310,2,2002,4562
310,200,2002,903
310,220,2002,777
310,255,2002,429
310,305,2002,136
310,317,2002,102
310,344,2002,188
310,345,2002,197
310,349,2002,238
310,360,2002,398
310,365,2002,974
310,369,2002,557
310,710,2002,4562
310,740,2002,5627
316,2,2002,4291
316,200,2002,644
316,220,2002,551
316,255,2002,175
316,290,2002,320
316,305,2002,155
316,317,2002,180
316,365,2002,1036
316,710,2002,4634
316,740,2002,5642
317,2,2002,4461
317,200,2002,801
317,220,2002,678
317,255,2002,344
317,290,2002,331
317,305,2002,36
317,310,2002,102
317,316,2002,180
317,365,2002,1014
317,369,2002,624
317,710,2002,4612
317,740,2002,5659
325,2,2002,4487
325,200,2002,891
325,220,2002,688
325,225,2002,426
325,255,2002,735
325,305,2002,474
325,331,2002,138
325,349,2002,305
325,365,2002,1478
325,710,2002,5052
325,740,2002,6131
331,2,2002,4414
331,200,2002,783
331,220,2002,590
331,255,2002,598
331,325,2002,138
331,365,2002,1379
331,710,2002,4968
331,740,2002,6028
338,2,2002,4801
338,200,2002,1298
338,220,2002,1089
338,255,2002,1151
338,365,2002,1750
338,710,2002,5229
338,740,2002,6373
339,2,2002,4827
339,200,2002,1176
339,220,2002,996
339,255,2002,830
339,343,2002,95
339,345,2002,243
339,350,2002,312
339,365,2002,1280
339,710,2002,4773
339,740,2002,5903
343,2,2002,4869
343,200,2002,1207
343,220,2002,1038
343,255,2002,818
343,339,2002,95
343,345,2002,201
343,350,2002,303
343,355,2002,107
343,365,2002,1196
343,710,2002,4678
343,740,2002,5812
344,2,2002,4499
344,200,2002,833
344,220,2002,674
344,255,2002,479
344,310,2002,188
344,345,2002,228
344,346,2002,178
344,349,2002,74
344,365,2002,1161
344,710,2002,4749
344,740,2002,5813
345,2,2002,4719
345,200,2002,1051
345,220,2002,900
345,255,2002,622
345,310,2002,197
345,339,2002,243
345,343,2002,201
345,344,2002,228
345,346,2002,123
345,355,2002,205
345,360,2002,278
345,365,2002,1065
345,710,2002,4609
345,740,2002,5711
346,2,2002,4670
346,200,2002,1007
346,220,2002,839
346,255,2002,642
346,344,2002,178
346,345,2002,123
346,365,2002,1182
346,710,2002,4732
346,740,2002,5831
349,2,2002,4428
349,200,2002,763
349,220,2002,601
349,255,2002,449
349,305,2002,170
349,310,2002,238
349,325,2002,305
349,344,2002,74
349,365,2002,1201
349,710,2002,4795
349,740,2002,5848
350,2,2002,5132
350,200,2002,1487
350,220,2002,1305
350,255,2002,1122
350,339,2002,312
350,343,2002,303
350,355,2002,326
350,365,2002,1387
350,640,2002,509
350,710,2002,4735
350,740,2002,5914
352,2,2002,5667
352,200,2002,2001
352,220,2002,1836
352,255,2002,1549
352,365,2002,1438
352,640,2002,331
352,710,2002,4393
352,740,2002,5633
355,2,2002,4920
355,200,2002,1253
355,220,2002,1094
355,255,2002,821
355,343,2002,107
355,345,2002,205
355,350,2002,326
355,360,2002,185
355,365,2002,1106
355,640,2002,531
355,710,2002,4572
355,740,2002,5709
359,2,2002,4958
359,200,2002,1335
359,220,2002,1230
359,255,2002,788
359,360,2002,222
359,365,2002,712
359,369,2002,249
359,710,2002,4186
359,740,2002,5308
360,2,2002,4960
360,200,2002,1300
360,220,2002,1164
360,255,2002,806
360,310,2002,398
360,345,2002,278
360,355,2002,185
360,359,2002,222
360,365,2002,932
360,369,2002,463
360,710,2002,4390
360,740,2002,5525
365,2,2002,4863
365,20,2002,4453
365,31,2002,5687
365,40,2002,5956
365,41,2002,5904
365,42,2002,5823
365,51,2002,6089
365,52,2002,5967
365,53,2002,5754
365,54,2002,5696
365,55,2002,5895
365,56,2002,5755
365,57,2002,5813
365,58,2002,5608
365,60,2002,5630
365,70,2002,6667
365,80,2002,6517
365,90,2002,6731
365,91,2002,6663
365,92,2002,6749
365,93,2002,6752
365,94,2002,6816
365,95,2002,6720
365,100,2002,6786
365,101,2002,6178
365,110,2002,6060
365,115,2002,5999
365,130,2002,7229
365,135,2002,7865
365,140,2002,6952
365,145,2002,7775
365,150,2002,7854
365,155,2002,8789
365,160,2002,8391
365,165,2002,8313
365,200,2002,1555
365,205,2002,1738
365,210,2002,1335
365,211,2002,1403
365,212,2002,1373
365,220,2002,1547
365,221,2002,1566
365,223,2002,1337
365,225,2002,1424
365,230,2002,2140
365,232,2002,1844
365,235,2002,2429
365,255,2002,1002
365,290,2002,715
365,305,2002,1040
365,310,2002,974
365,316,2002,1036
365,317,2002,1014
365,325,2002,1478
365,331,2002,1379
365,338,2002,1750
365,339,2002,1280
365,343,2002,1196
365,344,2002,1161
365,345,2002,1065
365,346,2002,1182
365,349,2002,1201
365,350,2002,1387
365,352,2002,1438
365,355,2002,1106
365,359,2002,712
365,360,2002,932
365,366,2002,540
365,367,2002,524
365,368,2002,490
365,369,2002,471
365,370,2002,420
365,371,2002,1121
365,372,2002,1023
365,373,2002,1201
365,375,2002,556
365,380,2002,764
365,385,2002,1022
365,390,2002,970
365,395,2002,2058
365,402,2002,4262
365,403,2002,4205
365,404,2002,4151
365,411,2002,3937
365,420,2002,4092
365,432,2002,3845
365,433,2002,4052
365,434,2002,3910
365,435,2002,3799
365,436,2002,3479
365,437,2002,4115
365,438,2002,4225
365,439,2002,3657
365,450,2002,4320
365,451,2002,4270
365,452,2002,4046
365,461,2002,3970
365,471,2002,3869
365,475,2002,3620
365,481,2002,4142
365,482,2002,3707
365,483,2002,3252
365,484,2002,4341
365,490,2002,4345
365,500,2002,3844
365,501,2002,3945
365,510,2002,4327
365,516,2002,4116
365,517,2002,4013
365,520,2002,3738
365,522,2002,3068
365,530,2002,3231
365,531,2002,2796
365,540,2002,4682
365,541,2002,5659
365,551,2002,4952
365,552,2002,5104
365,553,2002,4828
365,560,2002,6304
365,565,2002,5548
365,570,2002,5914
365,571,2002,5603
365,572,2002,5689
365,580,2002,5196
365,581,2002,4676
365,590,2002,5379
365,591,2002,4297
365,600,2002,2579
365,615,2002,2075
365,616,2002,1831
365,620,2002,1969
365,625,2002,2791
365,630,2002,1534
365,640,2002,1115
365,645,2002,1584
365,651,2002,1805
365,652,2002,1540
365,660,2002,1517
365,663,2002,1648
365,666,2002,1662
365,670,2002,2201
365,679,2002,2816
365,690,2002,1895
365,692,2002,2143
365,694,2002,2221
365,696,2002,2324
365,698,2002,2465
365,700,2002,2095
365,701,2002,1562
365,702,2002,1859
365,703,2002,1859
365,704,2002,1735
365,705,2002,1928
365,710,2002,3601
365,712,2002,2883
365,713,2002,4630
365,731,2002,3990
365,732,2002,4109
365,740,2002,4654
365,750,2002,2701
365,760,2002,3213
365,770,2002,2276
365,771,2002,3452
365,775,2002,4058
365,780,2002,4088
365,781,2002,4081
365,790,2002,3041
365,800,2002,4395
365,811,2002,4687
365,812,2002,4234
365,816,2002,4189
365,820,2002,5053
365,830,2002,5243
365,835,2002,5453
365,840,2002,5137
365,850,2002,5788
365,860,2002,6639
365,900,2002,9010
365,910,2002,7523
365,920,2002,10293
365,935,2002,8781
365,940,2002,7996
365,946,2002,7764
365,947,2002,8571
365,950,2002,9143
365,955,2002,9557
365,970,2002,7702
365,983,2002,7366
365,986,2002,6069
365,987,2002,6959
365,990,2002,9155
366,2,2002,4329
366,200,2002,1109
366,220,2002,1155
366,255,2002,648
366,365,2002,540
366,367,2002,173
366,710,2002,3957
366,740,2002,4902
367,2,2002,4398
367,200,2002,1042
367,220,2002,1059
367,255,2002,525
367,365,2002,524
367,366,2002,173
367,368,2002,164
367,370,2002,251
367,710,2002,4051
367,740,2002,5029
368,2,2002,4522
368,200,2002,1073
368,220,2002,1057
368,255,2002,511
368,290,2002,245
368,365,2002,490
368,367,2002,164
368,370,2002,106
368,710,2002,4078
368,740,2002,5093
369,2,2002,4871
369,200,2002,1327
369,220,2002,1259
369,255,2002,750
369,290,2002,430
369,310,2002,557
369,317,2002,624
369,359,2002,249
369,360,2002,463
369,365,2002,471
369,370,2002,270
369,710,2002,4011
369,740,2002,5103
370,2,2002,4628
370,200,2002,1164
370,220,2002,1136
370,255,2002,594
370,290,2002,296
370,365,2002,420
370,367,2002,251
370,368,2002,106
370,369,2002,270
370,710,2002,4020
370,740,2002,5056
371,2,2002,5849
371,200,2002,2247
371,220,2002,2134
371,255,2002,1694
371,365,2002,1121
371,372,2002,107
371,373,2002,284
371,630,2002,490
371,640,2002,616
371,710,2002,3693
371,740,2002,4935
372,2,2002,5780
372,200,2002,2199
372,220,2002,2095
372,255,2002,1638
372,365,2002,1023
372,371,2002,107
372,373,2002,282
372,640,2002,635
372,710,2002,3636
372,740,2002,4868
373,2,2002,6023
373,200,2002,2471
373,220,2002,2372
373,255,2002,1905
373,365,2002,1201
373,371,2002,284
373,372,2002,282
373,630,2002,336
373,640,2002,899
373,710,2002,3427
373,740,2002,4683
375,2,2002,4308
375,200,2002,1133
375,220,2002,1187
375,255,2002,689
375,365,2002,556
375,380,2002,247
375,385,2002,489
375,710,2002,3930
375,740,2002,4864
380,2,2002,4125
380,200,2002,891
380,220,2002,960
380,255,2002,505
380,365,2002,764
380,375,2002,247
380,385,2002,258
380,710,2002,4170
380,740,2002,5083
385,2,2002,3875
385,200,2002,718
385,220,2002,834
385,255,2002,522
385,365,2002,1022
385,375,2002,489
385,380,2002,258
385,710,2002,4367
385,740,2002,5229
390,2,2002,4049
390,200,2002,594
390,220,2002,639
390,255,2002,220
390,365,2002,970
390,710,2002,4477
390,740,2002,5407
395,2,2002,2806
395,200,2002,1176
395,220,2002,1388
395,255,2002,1485
395,365,2002,2058
395,710,2002,4901
395,740,2002,5472
402,2,2002,3630
402,200,2002,2843
402,220,2002,2767
402,255,2002,3291
402,365,2002,4262
402,710,2002,7862
402,740,2002,8782
403,2,2002,5874
403,200,2002,3561
403,220,2002,3367
403,255,2002,3629
403,365,2002,4205
403,710,2002,7243
403,740,2002,8536
404,2,2002,4181
404,200,2002,2876
404,220,2002,2759
404,255,2002,3240
404,365,2002,4151
404,433,2002,231
404,438,2002,205
404,710,2002,7726
404,740,2002,8787
411,2,2002,5836
411,200,2002,3343
411,220,2002,3145
411,255,2002,3384
411,365,2002,3937
411,471,2002,189
411,481,2002,236
411,710,2002,6980
411,740,2002,8269
420,2,2002,4060
420,200,2002,2787
420,220,2002,2677
420,255,2002,3167
420,365,2002,4092
420,433,2002,102
420,710,2002,7679
420,740,2002,8715
432,2,2002,4553
432,200,2002,2723
432,220,2002,2574
432,255,2002,3001
432,365,2002,3845
432,433,2002,649
432,435,2002,650
432,436,2002,684
432,437,2002,444
432,438,2002,444
432,439,2002,438
432,615,2002,1803
432,710,2002,7357
432,740,2002,8497
433,2,2002,3963
433,200,2002,2723
433,220,2002,2618
433,255,2002,3116
433,365,2002,4052
433,404,2002,231
433,420,2002,102
433,432,2002,649
433,435,2002,257
433,438,2002,436
433,710,2002,7646
433,740,2002,8660
434,2,2002,5386
434,200,2002,3117
434,220,2002,2931
434,255,2002,3242
434,365,2002,3910
434,436,2002,488
434,439,2002,495
434,461,2002,99
434,475,2002,363
434,710,2002,7163
434,740,2002,8418
435,2,2002,3903
435,200,2002,2467
435,220,2002,2361
435,255,2002,2859
435,365,2002,3799
435,432,2002,650
435,433,2002,257
435,600,2002,1237
435,615,2002,1733
435,710,2002,7396
435,740,2002,8403
436,2,2002,5061
436,200,2002,2630
436,220,2002,2445
436,255,2002,2768
436,365,2002,3479
436,432,2002,684
436,434,2002,488
436,439,2002,257
436,475,2002,455
436,483,2002,877
436,615,2002,1609
436,620,2002,1510
436,710,2002,6847
436,740,2002,8061
437,2,2002,4947
437,200,2002,3104
437,220,2002,2942
437,255,2002,3333
437,365,2002,4115
437,432,2002,444
437,438,2002,607
437,439,2002,462
437,450,2002,381
437,452,2002,359
437,710,2002,7530
437,740,2002,8733
438,2,2002,4381
438,200,2002,3004
438,220,2002,2876
438,255,2002,3339
438,365,2002,4225
438,404,2002,205
438,432,2002,444
438,433,2002,436
438,437,2002,607
438,450,2002,298
438,451,2002,79
438,710,2002,7773
438,740,2002,8876
439,2,2002,4913
439,200,2002,2708
439,220,2002,2534
439,255,2002,2897
439,365,2002,3657
439,432,2002,438
439,434,2002,495
439,436,2002,257
439,437,2002,462
439,452,2002,480
439,461,2002,470
439,710,2002,7075
439,740,2002,8272
450,2,2002,4676
450,200,2002,3184
450,220,2002,3042
450,255,2002,3477
450,365,2002,4320
450,437,2002,381
450,438,2002,298
450,451,2002,224
450,710,2002,7812
450,740,2002,8970
451,2,2002,4452
451,200,2002,3067
451,220,2002,2936
451,255,2002,3394
451,365,2002,4270
451,438,2002,79
451,450,2002,224
451,710,2002,7807
451,740,2002,8923
452,2,2002,5274
452,200,2002,3178
452,220,2002,3000
452,255,2002,3339
452,365,2002,4046
452,437,2002,359
452,439,2002,480
452,461,2002,107
452,710,2002,7348
452,740,2002,8592
461,2,2002,5326
461,200,2002,3138
461,220,2002,2956
461,255,2002,3282
461,365,2002,3970
461,434,2002,99
461,439,2002,470
461,452,2002,107
461,710,2002,7249
461,740,2002,8498
471,2,2002,5978
471,200,2002,3362
471,220,2002,3159
471,255,2002,3366
471,365,2002,3869
471,411,2002,189
471,475,2002,474
471,481,2002,280
471,482,2002,489
471,483,2002,620
471,484,2002,620
471,710,2002,6833
471,740,2002,8128
475,2,2002,5515
475,200,2002,2956
475,220,2002,2759
475,255,2002,3017
475,365,2002,3620
475,434,2002,363
475,436,2002,455
475,471,2002,474
475,710,2002,6808
475,740,2002,8072
481,2,2002,6018
481,200,2002,3579
481,220,2002,3380
481,255,2002,3613
481,365,2002,4142
481,411,2002,236
481,471,2002,280
481,484,2002,516
481,710,2002,7099
481,740,2002,8398
482,2,2002,6335
482,200,2002,3433
482,220,2002,3223
482,255,2002,3343
482,365,2002,3707
482,471,2002,489
482,483,2002,588
482,484,2002,639
482,490,2002,643
482,625,2002,1225
482,710,2002,6442
482,740,2002,7746
483,2,2002,5810
483,200,2002,2854
483,220,2002,2644
483,255,2002,2796
483,365,2002,3252
483,436,2002,877
483,471,2002,620
483,482,2002,588
483,620,2002,1441
483,625,2002,1198
483,710,2002,6274
483,740,2002,7556
484,2,2002,6533
